,Predicted,Observed
0,35.11212158203125,37.80799865722656
1,34.61362075805664,33.63299560546875
2,38.271453857421875,33.53300094604492
3,37.7411003112793,28.768999099731445
4,34.25999069213867,26.718000411987305
5,32.381256103515625,38.672000885009766
6,37.97771072387695,38.73099899291992
7,38.13100051879883,31.047998428344727
8,37.53618621826172,39.09199905395508
9,37.92436218261719,36.188995361328125
10,37.90647506713867,34.80699920654297
11,36.94457244873047,34.04100036621094
12,37.33292007446289,37.16899871826172
13,37.6080436706543,36.52000045776367
14,37.67879104614258,31.39699935913086
15,37.268341064453125,30.045000076293945
16,36.09151840209961,32.6515007019043
17,36.5250129699707,36.45800018310547
18,37.21186447143555,36.45800018310547
19,36.89362335205078,32.301998138427734
20,35.19576644897461,30.426002502441406
21,36.787635803222656,34.02399826049805
22,36.938682556152344,34.159000396728516
23,37.64053726196289,33.07600021362305
24,36.53428649902344,33.57199478149414
25,36.95412826538086,30.5310001373291
26,36.02311706542969,32.04100036621094
27,37.403411865234375,33.47999954223633
28,37.055145263671875,30.618999481201172
29,35.4362907409668,31.615999221801758
30,35.137508392333984,34.124000549316406
31,36.23574447631836,31.035999298095703
32,36.142581939697266,24.719999313354492
33,29.115018844604492,28.902000427246094
34,25.29039764404297,35.505001068115234
35,37.585540771484375,37.36800003051758
36,37.269195556640625,36.242000579833984
37,37.79426956176758,33.99300003051758
38,36.79984664916992,38.702999114990234
39,37.39684295654297,36.66400146484375
40,37.098365783691406,36.01900100708008
41,36.70164489746094,36.288997650146484
42,37.6513671875,36.28399658203125
43,38.08088684082031,33.65700149536133
44,37.10317611694336,35.48799514770508
45,37.723548889160156,35.34199905395508
46,36.44087600708008,37.3390007019043
47,37.81365203857422,36.22699737548828
48,37.07625198364258,36.47499465942383
49,37.36577224731445,34.27099609375
50,37.58787155151367,37.8589973449707
51,37.26450729370117,35.65299606323242
52,36.79330062866211,33.128997802734375
53,35.779239654541016,31.621000289916992
54,35.90137481689453,34.90299987792969
55,37.102603912353516,33.08100128173828
56,35.90088653564453,34.97199630737305
57,36.776302337646484,34.95600128173828
58,35.95036697387695,33.477996826171875
59,35.34693145751953,33.875
60,35.38289260864258,32.16299819946289
61,34.63346481323242,31.70599937438965
62,35.43686294555664,35.220001220703125
63,36.22077178955078,35.45100021362305
64,36.206581115722656,34.87099838256836
65,36.52766418457031,41.25199890136719
66,38.11794662475586,35.73099899291992
67,37.17951965332031,36.15700149536133
68,36.65550994873047,35.20899963378906
69,37.71027755737305,34.73899841308594
70,36.813026428222656,34.883995056152344
71,37.37947463989258,33.59400177001953
72,36.42497253417969,33.758995056152344
73,36.456478118896484,33.00899887084961
74,36.40262222290039,34.43799591064453
75,36.75505065917969,34.61899948120117
76,36.74506759643555,34.60300064086914
77,37.21737289428711,33.96099853515625
78,36.430015563964844,31.545001983642578
79,36.13165283203125,31.69099998474121
80,36.15978240966797,33.04499816894531
81,36.69041442871094,31.99100112915039
82,35.946956634521484,33.63999938964844
83,36.97359848022461,33.89899826049805
84,36.874656677246094,35.13899612426758
85,37.618404388427734,40.36000061035156
86,38.20051574707031,43.612003326416016
87,38.82551574707031,43.34000015258789
88,38.198516845703125,42.6150016784668
89,38.37065887451172,44.707000732421875
90,38.75933074951172,43.152000427246094
91,38.21065902709961,39.55400085449219
92,37.663578033447266,42.98099899291992
93,38.85190963745117,43.04899978637695
94,38.85078430175781,43.24399948120117
95,38.69968032836914,43.24399948120117
96,37.89973831176758,43.73099899291992
97,38.25157928466797,41.664005279541016
98,37.903865814208984,39.35600280761719
99,36.67083740234375,42.926998138427734
100,37.507530212402344,41.6619987487793
101,36.992733001708984,42.280494689941406
102,37.00904846191406,42.89899826049805
103,37.42101287841797,41.347999572753906
104,36.6005744934082,41.39099884033203
105,35.947059631347656,41.81499481201172
106,36.327823638916016,41.20999526977539
107,35.26659393310547,44.117000579833984
108,36.573944091796875,38.244998931884766
109,35.4354248046875,39.632999420166016
110,35.790401458740234,41.6870002746582
111,35.73213577270508,40.07500076293945
112,36.11555862426758,41.66600036621094
113,35.35371780395508,38.43899917602539
114,35.44778823852539,38.21799850463867
115,34.91444396972656,39.44200134277344
116,35.62746810913086,38.973995208740234
117,39.39952850341797,38.999000549316406
118,39.1270637512207,40.665000915527344
119,40.37507629394531,37.66899871826172
120,38.594078063964844,39.13600540161133
121,39.87522506713867,42.05099868774414
122,41.56105041503906,39.27199935913086
123,39.80539321899414,39.82400131225586
